Total Nacional;Municipios;Sexo;Periodo;Total
Total Nacional;44084 Cortes de Aragón;Total;2021;63
Total Nacional;44084 Cortes de Aragón;Hombres;2025;30
Total Nacional;44084 Cortes de Aragón;Hombres;2024;31
Total Nacional;44084 Cortes de Aragón;Hombres;2023;28
Total Nacional;44084 Cortes de Aragón;Hombres;2022;28
Total Nacional;44084 Cortes de Aragón;Hombres;2021;28
Total Nacional;44084 Cortes de Aragón;Mujeres;2025;32
Total Nacional;44084 Cortes de Aragón;Mujeres;2024;34
Total Nacional;44084 Cortes de Aragón;Mujeres;2023;33
Total Nacional;44084 Cortes de Aragón;Mujeres;2022;33
Total Nacional;44084 Cortes de Aragón;Mujeres;2021;35
Total Nacional;44085 Cosa;Total;2025;63
Total Nacional;44085 Cosa;Total;2024;62
Total Nacional;44085 Cosa;Total;2023;61
Total Nacional;44085 Cosa;Total;2022;50
Total Nacional;44085 Cosa;Total;2021;55
Total Nacional;44085 Cosa;Hombres;2025;36
Total Nacional;44085 Cosa;Hombres;2024;36
Total Nacional;44085 Cosa;Hombres;2023;38
Total Nacional;44085 Cosa;Hombres;2022;35
Total Nacional;44085 Cosa;Hombres;2021;36
Total Nacional;44085 Cosa;Mujeres;2025;27
Total Nacional;44085 Cosa;Mujeres;2024;26
Total Nacional;44085 Cosa;Mujeres;2023;23
Total Nacional;44085 Cosa;Mujeres;2022;15
Total Nacional;44085 Cosa;Mujeres;2021;19
Total Nacional;44086 Cretas;Total;2025;558
Total Nacional;44086 Cretas;Total;2024;566
Total Nacional;44086 Cretas;Total;2023;556
Total Nacional;44086 Cretas;Total;2022;564
Total Nacional;44086 Cretas;Total;2021;554
Total Nacional;44086 Cretas;Hombres;2025;282
Total Nacional;44086 Cretas;Hombres;2024;287
Total Nacional;44086 Cretas;Hombres;2023;284
Total Nacional;44086 Cretas;Hombres;2022;287
Total Nacional;44086 Cretas;Hombres;2021;284
Total Nacional;44086 Cretas;Mujeres;2025;276
Total Nacional;44086 Cretas;Mujeres;2024;279
Total Nacional;44086 Cretas;Mujeres;2023;272
Total Nacional;44086 Cretas;Mujeres;2022;277
Total Nacional;44086 Cretas;Mujeres;2021;270
Total Nacional;44087 Crivillén;Total;2025;91
Total Nacional;44087 Crivillén;Total;2024;91
Total Nacional;44087 Crivillén;Total;2023;90
Total Nacional;44087 Crivillén;Total;2022;91
Total Nacional;44087 Crivillén;Total;2021;87
Total Nacional;44087 Crivillén;Hombres;2025;56
Total Nacional;44087 Crivillén;Hombres;2024;53
Total Nacional;44087 Crivillén;Hombres;2023;51
Total Nacional;44087 Crivillén;Hombres;2022;49
Total Nacional;44087 Crivillén;Hombres;2021;48
Total Nacional;44087 Crivillén;Mujeres;2025;35
Total Nacional;44087 Crivillén;Mujeres;2024;38
Total Nacional;44087 Crivillén;Mujeres;2023;39
Total Nacional;44087 Crivillén;Mujeres;2022;42
Total Nacional;44087 Crivillén;Mujeres;2021;39
Total Nacional;44088 Cuba, La;Total;2025;53
Total Nacional;44088 Cuba, La;Total;2024;50
Total Nacional;44088 Cuba, La;Total;2023;51
Total Nacional;44088 Cuba, La;Total;2022;41
Total Nacional;44088 Cuba, La;Total;2021;42
Total Nacional;44088 Cuba, La;Hombres;2025;28
Total Nacional;44088 Cuba, La;Hombres;2024;24
Total Nacional;44088 Cuba, La;Hombres;2023;25
Total Nacional;44088 Cuba, La;Hombres;2022;25
Total Nacional;44088 Cuba, La;Hombres;2021;25
Total Nacional;44088 Cuba, La;Mujeres;2025;25
Total Nacional;44088 Cuba, La;Mujeres;2024;26
Total Nacional;44088 Cuba, La;Mujeres;2023;26
Total Nacional;44088 Cuba, La;Mujeres;2022;16
Total Nacional;44088 Cuba, La;Mujeres;2021;17
Total Nacional;44089 Cubla;Total;2025;57
Total Nacional;44089 Cubla;Total;2024;58
Total Nacional;44089 Cubla;Total;2023;71
Total Nacional;44089 Cubla;Total;2022;60
Total Nacional;44089 Cubla;Total;2021;52
Total Nacional;44089 Cubla;Hombres;2025;36
Total Nacional;44089 Cubla;Hombres;2024;38
Total Nacional;44089 Cubla;Hombres;2023;46
Total Nacional;44089 Cubla;Hombres;2022;40
Total Nacional;44089 Cubla;Hombres;2021;35
Total Nacional;44089 Cubla;Mujeres;2025;21
Total Nacional;44089 Cubla;Mujeres;2024;20
Total Nacional;44089 Cubla;Mujeres;2023;25
Total Nacional;44089 Cubla;Mujeres;2022;20
Total Nacional;44089 Cubla;Mujeres;2021;17
Total Nacional;44090 Cucalón;Total;2025;78
Total Nacional;44090 Cucalón;Total;2024;79
Total Nacional;44090 Cucalón;Total;2023;75
Total Nacional;44090 Cucalón;Total;2022;78
Total Nacional;44090 Cucalón;Total;2021;82
Total Nacional;44090 Cucalón;Hombres;2025;52
Total Nacional;44090 Cucalón;Hombres;2024;53
Total Nacional;44090 Cucalón;Hombres;2023;50
Total Nacional;44090 Cucalón;Hombres;2022;49
Total Nacional;44090 Cucalón;Hombres;2021;49
Total Nacional;44090 Cucalón;Mujeres;2025;26
Total Nacional;44090 Cucalón;Mujeres;2024;26
Total Nacional;44090 Cucalón;Mujeres;2023;25
Total Nacional;44090 Cucalón;Mujeres;2022;29
Total Nacional;44090 Cucalón;Mujeres;2021;33
Total Nacional;44092 Cuervo, El;Total;2025;87
Total Nacional;44092 Cuervo, El;Total;2024;95
Total Nacional;44092 Cuervo, El;Total;2023;99
Total Nacional;44092 Cuervo, El;Total;2022;72
Total Nacional;44092 Cuervo, El;Total;2021;75
Total Nacional;44092 Cuervo, El;Hombres;2025;44
Total Nacional;44092 Cuervo, El;Hombres;2024;45
Total Nacional;44092 Cuervo, El;Hombres;2023;48
Total Nacional;44092 Cuervo, El;Hombres;2022;36
Total Nacional;44092 Cuervo, El;Hombres;2021;37
Total Nacional;44092 Cuervo, El;Mujeres;2025;43
Total Nacional;44092 Cuervo, El;Mujeres;2024;50
Total Nacional;44092 Cuervo, El;Mujeres;2023;51
Total Nacional;44092 Cuervo, El;Mujeres;2022;36
Total Nacional;44092 Cuervo, El;Mujeres;2021;38
Total Nacional;44093 Cuevas de Almudén;Total;2025;119
Total Nacional;44093 Cuevas de Almudén;Total;2024;115
Total Nacional;44093 Cuevas de Almudén;Total;2023;119
Total Nacional;44093 Cuevas de Almudén;Total;2022;126
Total Nacional;44093 Cuevas de Almudén;Total;2021;118
Total Nacional;44093 Cuevas de Almudén;Hombres;2025;64
Total Nacional;44093 Cuevas de Almudén;Hombres;2024;61
Total Nacional;44093 Cuevas de Almudén;Hombres;2023;66
Total Nacional;44093 Cuevas de Almudén;Hombres;2022;69
Total Nacional;44093 Cuevas de Almudén;Hombres;2021;64
Total Nacional;44093 Cuevas de Almudén;Mujeres;2025;55
Total Nacional;44093 Cuevas de Almudén;Mujeres;2024;54
Total Nacional;44093 Cuevas de Almudén;Mujeres;2023;53
Total Nacional;44093 Cuevas de Almudén;Mujeres;2022;57
Total Nacional;44093 Cuevas de Almudén;Mujeres;2021;54
Total Nacional;44094 Cuevas Labradas;Total;2025;126
Total Nacional;44094 Cuevas Labradas;Total;2024;136
Total Nacional;44094 Cuevas Labradas;Total;2023;135
Total Nacional;44094 Cuevas Labradas;Total;2022;133
Total Nacional;44094 Cuevas Labradas;Total;2021;137
Total Nacional;44094 Cuevas Labradas;Hombres;2025;71
Total Nacional;44094 Cuevas Labradas;Hombres;2024;72
Total Nacional;44094 Cuevas Labradas;Hombres;2023;70
Total Nacional;44094 Cuevas Labradas;Hombres;2022;70
Total Nacional;44094 Cuevas Labradas;Hombres;2021;73
Total Nacional;44094 Cuevas Labradas;Mujeres;2025;55
Total Nacional;44094 Cuevas Labradas;Mujeres;2024;64
Total Nacional;44094 Cuevas Labradas;Mujeres;2023;65
Total Nacional;44094 Cuevas Labradas;Mujeres;2022;63
Total Nacional;44094 Cuevas Labradas;Mujeres;2021;64
Total Nacional;44096 Ejulve;Total;2025;177
Total Nacional;44096 Ejulve;Total;2024;172
Total Nacional;44096 Ejulve;Total;2023;175
Total Nacional;44096 Ejulve;Total;2022;184
Total Nacional;44096 Ejulve;Total;2021;177
Total Nacional;44096 Ejulve;Hombres;2025;86
Total Nacional;44096 Ejulve;Hombres;2024;83
Total Nacional;44096 Ejulve;Hombres;2023;90
Total Nacional;44096 Ejulve;Hombres;2022;97
Total Nacional;44096 Ejulve;Hombres;2021;94
Total Nacional;44096 Ejulve;Mujeres;2025;91
Total Nacional;44096 Ejulve;Mujeres;2024;89
Total Nacional;44096 Ejulve;Mujeres;2023;85
Total Nacional;44096 Ejulve;Mujeres;2022;87
Total Nacional;44096 Ejulve;Mujeres;2021;83
Total Nacional;44097 Escorihuela;Total;2025;130
Total Nacional;44097 Escorihuela;Total;2024;141
Total Nacional;44097 Escorihuela;Total;2023;142
Total Nacional;44097 Escorihuela;Total;2022;138
Total Nacional;44097 Escorihuela;Total;2021;141
Total Nacional;44097 Escorihuela;Hombres;2025;69
Total Nacional;44097 Escorihuela;Hombres;2024;68
Total Nacional;44097 Escorihuela;Hombres;2023;71
Total Nacional;44097 Escorihuela;Hombres;2022;70
Total Nacional;44097 Escorihuela;Hombres;2021;73
Total Nacional;44097 Escorihuela;Mujeres;2025;61
Total Nacional;44097 Escorihuela;Mujeres;2024;73
Total Nacional;44097 Escorihuela;Mujeres;2023;71
Total Nacional;44097 Escorihuela;Mujeres;2022;68
Total Nacional;44097 Escorihuela;Mujeres;2021;68
Total Nacional;44099 Escucha;Total;2025;797
Total Nacional;44099 Escucha;Total;2024;777
Total Nacional;44099 Escucha;Total;2023;772
Total Nacional;44099 Escucha;Total;2022;776
Total Nacional;44099 Escucha;Total;2021;783
Total Nacional;44099 Escucha;Hombres;2025;433
Total Nacional;44099 Escucha;Hombres;2024;421
Total Nacional;44099 Escucha;Hombres;2023;419
Total Nacional;44099 Escucha;Hombres;2022;421
Total Nacional;44099 Escucha;Hombres;2021;423
Total Nacional;44099 Escucha;Mujeres;2025;364
Total Nacional;44099 Escucha;Mujeres;2024;356
Total Nacional;44099 Escucha;Mujeres;2023;353
Total Nacional;44099 Escucha;Mujeres;2022;355
Total Nacional;44099 Escucha;Mujeres;2021;360
Total Nacional;44100 Estercuel;Total;2025;201
Total Nacional;44100 Estercuel;Total;2024;203
Total Nacional;44100 Estercuel;Total;2023;198
Total Nacional;44100 Estercuel;Total;2022;206
Total Nacional;44100 Estercuel;Total;2021;207
Total Nacional;44100 Estercuel;Hombres;2025;117
Total Nacional;44100 Estercuel;Hombres;2024;117
Total Nacional;44100 Estercuel;Hombres;2023;112
Total Nacional;44100 Estercuel;Hombres;2022;115
Total Nacional;44100 Estercuel;Hombres;2021;114
Total Nacional;44100 Estercuel;Mujeres;2025;84
Total Nacional;44100 Estercuel;Mujeres;2024;86
Total Nacional;44100 Estercuel;Mujeres;2023;86
Total Nacional;44100 Estercuel;Mujeres;2022;91
Total Nacional;44100 Estercuel;Mujeres;2021;93
Total Nacional;44101 Ferreruela de Huerva;Total;2025;79
Total Nacional;44101 Ferreruela de Huerva;Total;2024;76
Total Nacional;44101 Ferreruela de Huerva;Total;2023;75
Total Nacional;44101 Ferreruela de Huerva;Total;2022;73
Total Nacional;44101 Ferreruela de Huerva;Total;2021;75
Total Nacional;44101 Ferreruela de Huerva;Hombres;2025;46
Total Nacional;44101 Ferreruela de Huerva;Hombres;2024;45
Total Nacional;44101 Ferreruela de Huerva;Hombres;2023;42
Total Nacional;44101 Ferreruela de Huerva;Hombres;2022;42
Total Nacional;44101 Ferreruela de Huerva;Hombres;2021;44
Total Nacional;44101 Ferreruela de Huerva;Mujeres;2025;33
Total Nacional;44101 Ferreruela de Huerva;Mujeres;2024;31
Total Nacional;44101 Ferreruela de Huerva;Mujeres;2023;33
Total Nacional;44101 Ferreruela de Huerva;Mujeres;2022;31
Total Nacional;44101 Ferreruela de Huerva;Mujeres;2021;31
Total Nacional;44102 Fonfría;Total;2025;35
Total Nacional;44102 Fonfría;Total;2024;35
Total Nacional;44102 Fonfría;Total;2023;32
Total Nacional;44102 Fonfría;Total;2022;29
Total Nacional;44102 Fonfría;Total;2021;29
Total Nacional;44102 Fonfría;Hombres;2025;20
Total Nacional;44102 Fonfría;Hombres;2024;20
Total Nacional;44102 Fonfría;Hombres;2023;19
Total Nacional;44102 Fonfría;Hombres;2022;18
Total Nacional;44102 Fonfría;Hombres;2021;18
Total Nacional;44102 Fonfría;Mujeres;2025;15
Total Nacional;44102 Fonfría;Mujeres;2024;15
Total Nacional;44102 Fonfría;Mujeres;2023;13
Total Nacional;44102 Fonfría;Mujeres;2022;11
Total Nacional;44102 Fonfría;Mujeres;2021;11
Total Nacional;44103 Formiche Alto;Total;2025;158
Total Nacional;44103 Formiche Alto;Total;2024;160
Total Nacional;44103 Formiche Alto;Total;2023;160
Total Nacional;44103 Formiche Alto;Total;2022;158
Total Nacional;44103 Formiche Alto;Total;2021;155
Total Nacional;44103 Formiche Alto;Hombres;2025;94
Total Nacional;44103 Formiche Alto;Hombres;2024;92
Total Nacional;44103 Formiche Alto;Hombres;2023;90
Total Nacional;44103 Formiche Alto;Hombres;2022;89
Total Nacional;44103 Formiche Alto;Hombres;2021;87
Total Nacional;44103 Formiche Alto;Mujeres;2025;64
Total Nacional;44103 Formiche Alto;Mujeres;2024;68
Total Nacional;44103 Formiche Alto;Mujeres;2023;70
Total Nacional;44103 Formiche Alto;Mujeres;2022;69
Total Nacional;44103 Formiche Alto;Mujeres;2021;68
Total Nacional;44105 Fórnoles;Total;2025;75
Total Nacional;44105 Fórnoles;Total;2024;72
Total Nacional;44105 Fórnoles;Total;2023;85
Total Nacional;44105 Fórnoles;Total;2022;86
Total Nacional;44105 Fórnoles;Total;2021;81
Total Nacional;44105 Fórnoles;Hombres;2025;38
Total Nacional;44105 Fórnoles;Hombres;2024;38
Total Nacional;44105 Fórnoles;Hombres;2023;45
Total Nacional;44105 Fórnoles;Hombres;2022;47
Total Nacional;44105 Fórnoles;Hombres;2021;43
Total Nacional;44105 Fórnoles;Mujeres;2025;37
Total Nacional;44105 Fórnoles;Mujeres;2024;34
Total Nacional;44105 Fórnoles;Mujeres;2023;40
Total Nacional;44105 Fórnoles;Mujeres;2022;39
Total Nacional;44105 Fórnoles;Mujeres;2021;38
Total Nacional;44106 Fortanete;Total;2025;194
Total Nacional;44106 Fortanete;Total;2024;216
Total Nacional;44106 Fortanete;Total;2023;223
Total Nacional;44106 Fortanete;Total;2022;208
Total Nacional;44106 Fortanete;Total;2021;197
Total Nacional;44106 Fortanete;Hombres;2025;114
Total Nacional;44106 Fortanete;Hombres;2024;122
Total Nacional;44106 Fortanete;Hombres;2023;124
Total Nacional;44106 Fortanete;Hombres;2022;120
Total Nacional;44106 Fortanete;Hombres;2021;116
Total Nacional;44106 Fortanete;Mujeres;2025;80
Total Nacional;44106 Fortanete;Mujeres;2024;94
Total Nacional;44106 Fortanete;Mujeres;2023;99
Total Nacional;44106 Fortanete;Mujeres;2022;88
Total Nacional;44106 Fortanete;Mujeres;2021;81
Total Nacional;44107 Foz-Calanda;Total;2025;280
Total Nacional;44107 Foz-Calanda;Total;2024;283
Total Nacional;44107 Foz-Calanda;Total;2023;282
Total Nacional;44107 Foz-Calanda;Total;2022;275
Total Nacional;44107 Foz-Calanda;Total;2021;262
Total Nacional;44107 Foz-Calanda;Hombres;2025;143
Total Nacional;44107 Foz-Calanda;Hombres;2024;147
Total Nacional;44107 Foz-Calanda;Hombres;2023;146
Total Nacional;44107 Foz-Calanda;Hombres;2022;140
Total Nacional;44107 Foz-Calanda;Hombres;2021;130
Total Nacional;44107 Foz-Calanda;Mujeres;2025;137
Total Nacional;44107 Foz-Calanda;Mujeres;2024;136
Total Nacional;44107 Foz-Calanda;Mujeres;2023;136
Total Nacional;44107 Foz-Calanda;Mujeres;2022;135
Total Nacional;44107 Foz-Calanda;Mujeres;2021;132
Total Nacional;44108 Fresneda, La;Total;2025;460
Total Nacional;44108 Fresneda, La;Total;2024;456
Total Nacional;44108 Fresneda, La;Total;2023;462
Total Nacional;44108 Fresneda, La;Total;2022;461
Total Nacional;44108 Fresneda, La;Total;2021;457
Total Nacional;44108 Fresneda, La;Hombres;2025;260
Total Nacional;44108 Fresneda, La;Hombres;2024;252
Total Nacional;44108 Fresneda, La;Hombres;2023;252
Total Nacional;44108 Fresneda, La;Hombres;2022;254
Total Nacional;44108 Fresneda, La;Hombres;2021;251
Total Nacional;44108 Fresneda, La;Mujeres;2025;200
Total Nacional;44108 Fresneda, La;Mujeres;2024;204
Total Nacional;44108 Fresneda, La;Mujeres;2023;210
Total Nacional;44108 Fresneda, La;Mujeres;2022;207
Total Nacional;44108 Fresneda, La;Mujeres;2021;206
Total Nacional;44109 Frías de Albarracín;Total;2025;109
Total Nacional;44109 Frías de Albarracín;Total;2024;112
Total Nacional;44109 Frías de Albarracín;Total;2023;111
Total Nacional;44109 Frías de Albarracín;Total;2022;105
Total Nacional;44109 Frías de Albarracín;Total;2021;103
Total Nacional;44109 Frías de Albarracín;Hombres;2025;62
Total Nacional;44109 Frías de Albarracín;Hombres;2024;61
Total Nacional;44109 Frías de Albarracín;Hombres;2023;69
Total Nacional;44109 Frías de Albarracín;Hombres;2022;66
Total Nacional;44109 Frías de Albarracín;Hombres;2021;65
Total Nacional;44109 Frías de Albarracín;Mujeres;2025;47
Total Nacional;44109 Frías de Albarracín;Mujeres;2024;51
Total Nacional;44109 Frías de Albarracín;Mujeres;2023;42
Total Nacional;44109 Frías de Albarracín;Mujeres;2022;39
Total Nacional;44109 Frías de Albarracín;Mujeres;2021;38
Total Nacional;44110 Fuenferrada;Total;2025;38
Total Nacional;44110 Fuenferrada;Total;2024;35
Total Nacional;44110 Fuenferrada;Total;2023;37
Total Nacional;44110 Fuenferrada;Total;2022;35
Total Nacional;44110 Fuenferrada;Total;2021;40
Total Nacional;44110 Fuenferrada;Hombres;2025;26
Total Nacional;44110 Fuenferrada;Hombres;2024;23
Total Nacional;44110 Fuenferrada;Hombres;2023;25
Total Nacional;44110 Fuenferrada;Hombres;2022;24
Total Nacional;44110 Fuenferrada;Hombres;2021;25
Total Nacional;44110 Fuenferrada;Mujeres;2025;12
Total Nacional;44110 Fuenferrada;Mujeres;2024;12
Total Nacional;44110 Fuenferrada;Mujeres;2023;12
Total Nacional;44110 Fuenferrada;Mujeres;2022;11
Total Nacional;44110 Fuenferrada;Mujeres;2021;15
Total Nacional;44111 Fuentes Calientes;Total;2025;89
Total Nacional;44111 Fuentes Calientes;Total;2024;86
Total Nacional;44111 Fuentes Calientes;Total;2023;84
Total Nacional;44111 Fuentes Calientes;Total;2022;89
Total Nacional;44111 Fuentes Calientes;Total;2021;93
Total Nacional;44111 Fuentes Calientes;Hombres;2025;51
Total Nacional;44111 Fuentes Calientes;Hombres;2024;51
Total Nacional;44111 Fuentes Calientes;Hombres;2023;50
Total Nacional;44111 Fuentes Calientes;Hombres;2022;53
Total Nacional;44111 Fuentes Calientes;Hombres;2021;56
Total Nacional;44111 Fuentes Calientes;Mujeres;2025;38
Total Nacional;44111 Fuentes Calientes;Mujeres;2024;35
Total Nacional;44111 Fuentes Calientes;Mujeres;2023;34
Total Nacional;44111 Fuentes Calientes;Mujeres;2022;36
Total Nacional;44111 Fuentes Calientes;Mujeres;2021;37
Total Nacional;44112 Fuentes Claras;Total;2025;427
Total Nacional;44112 Fuentes Claras;Total;2024;433
Total Nacional;44112 Fuentes Claras;Total;2023;436
Total Nacional;44112 Fuentes Claras;Total;2022;434
Total Nacional;44112 Fuentes Claras;Total;2021;433
Total Nacional;44112 Fuentes Claras;Hombres;2025;229
Total Nacional;44112 Fuentes Claras;Hombres;2024;234
Total Nacional;44112 Fuentes Claras;Hombres;2023;234
Total Nacional;44112 Fuentes Claras;Hombres;2022;236
Total Nacional;44112 Fuentes Claras;Hombres;2021;237
Total Nacional;44112 Fuentes Claras;Mujeres;2025;198
Total Nacional;44112 Fuentes Claras;Mujeres;2024;199
Total Nacional;44112 Fuentes Claras;Mujeres;2023;202
Total Nacional;44112 Fuentes Claras;Mujeres;2022;198
Total Nacional;44112 Fuentes Claras;Mujeres;2021;196
Total Nacional;44113 Fuentes de Rubielos;Total;2025;146
Total Nacional;44113 Fuentes de Rubielos;Total;2024;155
Total Nacional;44113 Fuentes de Rubielos;Total;2023;168
Total Nacional;44113 Fuentes de Rubielos;Total;2022;160
Total Nacional;44113 Fuentes de Rubielos;Total;2021;149
Total Nacional;44113 Fuentes de Rubielos;Hombres;2025;83
Total Nacional;44113 Fuentes de Rubielos;Hombres;2024;87
